Telemetry_ID,Date_ID,Client_ID,Asset_ID,Power_Consumed_kWh,Avg_CPU_Utilization_Pct,Thermal_Reading_C,System_Alerts
4837,20260224,182,5027,135.24,58.5,31.6,2.0
4838,20250812,206,5069,64.02,94.8,27.9,0.0
4839,20260629,206,5090,812.0,49.0,20.9,2.0
4840,20251105,178,5022,502.34,44.8,25.9,0.0
4841,20260313,214,5087,425.29,44.2,18.9,0.0
4842,20260131,291,5050,791.2,80.1,29.7,1.0
4843,20260107,264,5033,384.55,55.0,24.2,0.0
4844,20250908,290,5052,1240.25,92.9,26.9,3.0
4845,20260317,171,5005,858.36,75.3,33.7,2.0
4846,20251107,139,5085,178.43,10.1,20.4,0.0
4847,20260226,300,5074,868.6,11.2,18.1,
4848,20260324,149,5011,879.24,68.0,26.6,2.0
4849,20260302,128,5081,761.51,73.3,28.6,0.0
4850,20260608,134,5063,948.58,10.8,31.5,0.0
4851,20250827,148,5072,872.52,74.3,32.1,2.0
4852,20251003,107,5045,174.34,60.5,25.0,
4853,20260406,296,5011,486.12,93.6,,0.0
4854,20250823,257,5027,123.01,48.0,25.8,3.0
4855,20260618,258,5096,878.36,78.9,33.9,3.0
4856,20260411,169,5068,1102.84,51.4,29.7,
4857,20260612,256,5048,817.18,76.0,26.6,2.0
4858,20251127,246,5039,1244.63,,29.1,
4859,20260712,257,5038,1345.91,53.5,32.9,0.0
4860,20250827,160,5097,1463.0,72.3,27.3,0.0
4861,20260109,253,5041,619.91,88.1,27.8,0.0
4862,20251014,160,5058,1444.82,69.9,18.2,
4863,20260412,160,5087,956.72,46.9,24.4,0.0
4864,20260321,276,5060,1258.73,78.6,33.0,
4865,20260420,107,5004,1188.86,59.3,24.8,0.0
4866,20260315,192,5020,1470.49,24.0,31.5,0.0
4867,20260525,121,5080,453.97,52.4,29.6,1.0
4868,20251013,277,5075,440.07,81.5,26.9,2.0
4869,20260123,300,5022,683.72,,32.9,3.0
4870,20260309,223,5080,701.12,13.0,20.7,0.0
4871,20260716,135,5046,1428.35,91.9,28.0,3.0
4872,20250913,229,5073,781.05,85.7,23.3,0.0
4873,20251127,255,5056,220.04,29.9,32.7,0.0
4874,20251222,221,5054,882.42,52.9,24.3,0.0
4875,20251226,283,5098,815.29,60.5,,
4876,20250903,267,5003,511.91,67.2,22.5,2.0
4877,20260113,196,5097,675.96,68.8,23.5,3.0
4878,20260227,148,5037,264.65,51.8,33.8,0.0
4879,20251125,200,5072,1290.74,35.9,25.2,0.0
4880,20250928,226,5096,293.85,,31.2,0.0
4881,20260421,222,5063,1496.91,44.8,29.5,0.0
4882,20251118,136,5031,338.99,68.1,28.1,0.0
4883,20260218,142,5049,1103.94,62.3,20.7,0.0
4884,20260218,150,5069,1045.16,,22.9,0.0
4885,20260421,158,5017,1126.69,82.5,29.3,2.0
4886,20260322,109,5049,1306.02,77.9,28.4,
4887,20250919,205,5078,570.96,,25.8,0.0
4888,20260504,296,5016,526.84,32.9,28.3,1.0
4889,20260328,104,5013,1324.04,38.9,18.1,0.0
4890,20260806,170,5051,1153.98,,20.1,
4891,20260203,206,5028,52.87,21.3,27.5,0.0
4892,20260419,157,5028,79.9,50.0,27.0,0.0
4893,20260717,291,5015,845.39,40.6,22.5,3.0
4894,20260805,272,5074,596.51,33.5,30.3,1.0
4895,20251123,152,5038,,75.7,28.5,
4896,20260320,294,5023,1128.48,53.3,33.5,0.0
4897,20251203,153,5021,1491.39,52.7,23.9,0.0
4898,20260218,117,5099,707.48,48.0,30.3,
4899,20260809,146,5100,910.93,59.8,,
4900,20251217,213,5095,937.67,52.4,27.0,0.0
4901,20250926,258,5052,54.87,59.1,25.8,0.0
4902,20260303,226,5071,805.58,10.3,27.7,1.0
4903,20260216,277,5053,1163.77,88.2,34.1,0.0
4904,20260329,184,5046,873.79,13.4,31.6,0.0
4905,20260206,218,5097,180.47,36.1,22.6,0.0
4906,20251014,164,5028,415.58,75.0,34.1,1.0
4907,20260321,210,5054,638.98,74.2,22.2,0.0
4908,20260426,204,5077,53.84,,22.3,1.0
4909,20260803,299,5036,890.49,,33.3,0.0
4910,20250810,111,5041,1291.02,25.3,23.4,0.0
4911,20250818,256,5099,183.9,62.0,24.4,
4912,20260326,289,5047,873.19,93.0,29.8,0.0
4913,20250922,198,5081,1125.0,15.0,33.6,0.0
4914,20260616,285,5014,,20.6,28.8,0.0
4915,20260529,181,5086,390.89,73.2,24.6,2.0
4916,20260810,201,5088,1043.99,66.4,21.1,1.0
4917,20260108,257,5082,342.24,86.8,21.7,0.0
4918,20251210,291,5098,712.28,39.4,29.4,0.0
4919,20260303,247,5082,1255.92,91.0,26.6,2.0
4920,20260331,253,5041,1026.22,41.6,18.5,2.0
4921,20250814,238,5065,1420.35,47.7,30.0,1.0
4922,20251022,235,5069,886.9,30.5,30.7,2.0
4923,20251121,265,5069,716.76,,25.1,1.0
4924,20260526,281,5051,1088.72,70.8,19.0,0.0
4925,20251130,110,5029,114.86,12.8,33.7,0.0
4926,20260211,234,5052,62.91,94.4,28.3,
4927,20251206,128,5064,1202.98,74.0,27.8,3.0
4928,20250812,216,5097,538.42,79.7,28.8,3.0
4929,20260418,217,5060,837.82,75.9,23.2,
4930,20251212,111,5037,1271.84,,28.9,1.0
4931,20260502,163,5058,169.19,42.4,27.0,3.0
4932,20260323,233,5021,1289.13,38.5,30.3,
4933,20250820,238,5023,1369.12,46.8,18.1,0.0
4934,20251013,202,5052,666.62,,29.9,
4935,20251208,289,5037,1499.96,65.0,25.6,0.0
4936,20251211,111,5001,613.34,33.1,20.9,0.0
4937,20260413,243,5069,108.91,44.0,34.6,
4938,20260711,200,5043,83.43,50.7,31.2,0.0
4939,20260528,233,5098,915.25,20.4,30.0,
4940,20260403,296,5060,1269.68,39.1,32.3,1.0
4941,20260202,262,5084,904.76,57.4,25.5,0.0
4942,20260327,113,5023,452.13,51.0,20.2,3.0
4943,20260702,149,5088,,63.8,30.5,
4944,20260222,175,5013,680.11,60.5,32.9,0.0
4945,20251210,213,5050,1340.96,12.1,27.0,
4946,20260523,202,5075,1098.37,,18.4,3.0
4947,20260108,178,5084,404.26,40.4,34.9,0.0
4948,20260508,299,5054,696.22,81.3,19.4,3.0
4949,20260611,174,5054,1397.88,27.8,31.4,0.0
4950,20251127,219,5053,808.92,71.5,23.4,0.0
4951,20260502,143,5025,173.49,75.2,27.2,0.0
4952,20251203,209,5082,184.08,61.0,28.8,3.0
4953,20260222,176,5004,,27.8,22.0,0.0
4954,20251025,257,5080,986.35,21.6,30.5,0.0
4955,20260417,114,5029,1056.74,,21.4,
4956,20260529,277,5018,528.1,28.5,19.3,1.0
4957,20260701,233,5079,255.21,31.9,31.9,1.0
4958,20251217,137,5080,881.33,22.7,34.5,
4959,20260730,219,5065,1217.04,90.2,20.0,1.0
4960,20251120,266,5011,267.62,69.3,26.1,0.0
4961,20250821,216,5077,76.35,23.5,23.7,2.0
4962,20260805,124,5074,972.09,90.4,34.7,1.0
4963,20260327,285,5094,1217.13,54.2,22.6,2.0
4964,20260614,229,5053,1013.86,49.6,28.1,2.0
4965,20260306,129,5003,149.2,,22.7,2.0
4966,20251230,147,5042,345.01,80.8,30.3,
4967,20260315,300,5079,1155.83,79.2,22.2,1.0
4968,20260622,250,5032,452.71,52.3,32.2,0.0
4969,20260512,279,5022,646.12,25.0,26.4,0.0
4970,20260425,240,5073,697.39,38.6,27.3,2.0
4971,20251203,135,5081,,59.3,25.6,2.0
4972,20250821,201,5061,883.39,18.7,30.3,0.0
4973,20260108,206,5088,915.98,29.8,18.7,0.0
4974,20260207,183,5012,460.91,29.5,29.0,0.0
4975,20251104,216,5048,1341.33,50.1,28.5,0.0
4976,20260122,107,5003,446.34,75.2,24.9,0.0
4977,20260723,146,5096,636.41,69.4,20.3,
4978,20251028,217,5077,690.34,85.3,27.0,0.0
4979,20251128,252,5084,1088.37,,32.0,2.0
4980,20250920,283,5050,188.46,68.9,33.7,
4981,20260524,152,5071,848.28,,25.5,3.0
4982,20260521,217,5066,437.15,65.7,,
4983,20260710,124,5025,983.75,31.3,33.6,0.0
4984,20260119,165,5021,73.25,86.2,22.3,2.0
4985,20250819,183,5059,251.95,27.4,18.2,1.0
4986,20260202,278,5048,1166.49,47.9,20.0,0.0
4987,20260209,267,5093,1369.86,32.7,25.5,3.0
4988,20251018,283,5031,1048.64,,23.0,2.0
4989,20260714,142,5023,,85.4,34.5,0.0
4990,20260505,284,5061,249.77,26.7,20.4,
4991,20260217,288,5092,372.61,20.5,28.2,3.0
4992,20260520,132,5026,,63.3,29.9,
4993,20251001,124,5042,,85.4,26.7,0.0
4994,20260625,130,5017,469.03,53.7,23.4,1.0
4995,20260606,281,5038,51.64,,25.3,1.0
4996,20260719,216,5009,1443.41,41.2,28.7,0.0
4997,20260414,263,5004,617.07,63.9,23.4,2.0
4998,20250927,193,5027,98.84,92.3,23.8,2.0
4999,20260502,122,5074,552.64,20.9,32.5,0.0
5000,20260125,235,5060,1336.5,64.9,20.5,2.0
5001,20260428,282,5059,770.48,,23.7,1.0
5002,20260217,199,5032,1048.8,63.2,31.4,0.0
5003,20250811,287,5088,1362.01,11.1,24.8,3.0
5004,20260717,231,5078,727.98,49.5,21.0,2.0
5005,20260418,257,5057,,47.4,21.0,0.0
5006,20260315,141,5031,569.84,60.4,28.3,
5007,20250910,197,5023,1457.86,78.1,34.9,0.0
5008,20260127,241,5060,646.8,64.5,20.8,1.0
5009,20250826,198,5065,281.67,41.6,34.7,3.0
5010,20260216,112,5083,1399.3,89.5,25.1,0.0
5011,20260408,297,5015,549.44,,28.5,0.0
5012,20251202,144,5078,708.93,50.6,18.7,0.0
5013,20260309,186,5043,62.21,45.8,29.3,0.0
5014,20251202,245,5021,176.43,,19.7,0.0
5015,20260702,269,5032,948.64,55.9,,
5016,20251205,139,5060,1489.11,86.0,22.4,1.0
5017,20251019,142,5093,862.02,65.5,21.9,0.0
5018,20251119,138,5009,252.26,42.8,20.8,0.0
5019,20251204,146,5001,1066.77,41.4,30.2,0.0
5020,20260118,297,5096,205.42,70.0,33.8,3.0
5021,20250922,283,5005,218.48,36.1,27.5,0.0
5022,20251003,114,5088,657.08,71.9,29.4,0.0
5023,20251118,208,5087,150.69,68.7,26.9,0.0
5024,20250815,179,5053,,18.1,34.8,
5025,20260325,180,5067,965.74,51.6,28.5,3.0
5026,20260214,287,5061,524.68,69.2,31.7,2.0
5027,20251024,297,5050,868.47,77.3,32.2,
5028,20251216,215,5010,465.95,49.4,29.3,1.0
5029,20251204,174,5054,1306.1,66.8,28.3,0.0
5030,20250930,261,5034,626.49,47.0,24.6,0.0
5031,20260424,147,5092,1330.89,12.6,20.6,0.0
5032,20251121,131,5069,138.21,27.5,29.0,
5033,20251107,134,5016,922.34,22.4,22.3,
5034,20250905,152,5092,367.64,80.0,29.0,2.0
5035,20260322,101,5100,433.53,26.8,30.6,
5036,20251211,260,5078,642.18,92.4,21.2,0.0
5037,20260119,296,5083,127.98,92.3,25.0,0.0
5038,20250926,165,5069,235.29,46.4,25.3,1.0
5039,20260129,104,5092,401.34,55.0,19.5,
5040,20260414,218,5004,257.82,62.4,21.9,0.0
5041,20250917,228,5057,175.67,32.4,24.8,2.0
5042,20250829,228,5062,180.11,91.7,26.5,2.0
5043,20260113,240,5093,1324.52,54.7,28.9,
5044,20251014,102,5008,1365.69,57.3,18.9,
5045,20260316,256,5038,340.73,64.0,33.5,0.0
5046,20260314,227,5051,1360.92,,,2.0
5047,20260612,161,5093,873.31,28.8,29.1,0.0
5048,20260422,156,5099,1485.8,48.8,19.3,
5049,20260323,251,5006,959.36,87.4,23.2,
5050,20251202,269,5047,149.53,49.8,31.1,0.0
5051,20260605,222,5052,179.88,87.9,20.7,0.0
5052,20260427,217,5092,92.58,,20.5,0.0
5053,20260412,205,5066,,83.3,21.9,2.0
5054,20260221,214,5081,1422.43,67.6,24.2,0.0
5055,20260801,121,5084,1087.23,16.8,29.0,
5056,20260513,254,5057,66.72,41.6,18.5,0.0
5057,20260127,254,5055,1116.37,30.2,30.4,
5058,20250927,102,5016,681.08,18.0,20.5,0.0
5059,20260603,163,5014,521.4,53.3,25.3,3.0
5060,20260712,241,5019,1435.79,74.4,32.7,
5061,20260128,172,5034,1169.26,80.1,32.5,0.0
5062,20260123,259,5098,1109.24,45.8,28.8,1.0
5063,20260417,261,5075,1461.65,39.4,18.6,2.0
5064,20260426,243,5097,424.9,40.8,31.6,0.0
5065,20260127,154,5015,603.66,16.9,19.3,0.0
5066,20251102,113,5093,116.71,68.2,28.3,3.0
5067,20251030,148,5022,1319.21,12.5,18.6,0.0
5068,20260621,138,5047,999.88,38.2,33.4,0.0
5069,20260323,115,5053,1346.06,,19.4,0.0
5070,20260710,268,5085,1468.78,46.9,18.8,0.0
5071,20251231,190,5044,657.49,87.5,19.8,2.0
5072,20260423,110,5019,367.21,65.2,24.7,
5073,20260410,138,5032,,44.4,32.2,3.0
5074,20260525,109,5062,605.09,67.0,28.1,0.0
5075,20260628,271,5027,1451.27,13.1,23.5,
5076,20260122,248,5034,205.25,64.9,23.8,3.0
5077,20250821,255,5013,,29.0,23.3,0.0
5078,20260130,177,5043,393.07,35.3,30.2,3.0
5079,20251216,185,5083,580.63,45.5,18.7,1.0
5080,20260125,123,5089,1092.81,18.0,19.6,
5081,20251011,113,5010,1207.9,,33.0,0.0
5082,20260518,128,5059,1475.4,58.3,32.8,0.0
5083,20260319,207,5091,1447.86,67.7,32.5,2.0
5084,20250925,146,5063,498.24,46.4,20.2,2.0
5085,20250916,142,5097,1275.75,22.1,30.5,0.0
5086,20260605,273,5032,426.24,,26.3,1.0
5087,20260528,173,5097,557.1,71.6,23.1,0.0
5088,20251207,257,5034,1443.6,17.6,30.9,
5089,20260404,270,5044,170.46,72.1,29.7,0.0
5090,20260527,278,5038,1498.8,29.6,31.7,0.0
5091,20260220,280,5089,825.4,38.5,18.1,
5092,20260103,253,5057,286.61,36.4,29.0,3.0
5093,20260108,247,5043,510.88,82.8,21.1,0.0
5094,20260325,244,5058,197.26,42.4,30.1,0.0
5095,20260226,146,5090,1035.11,23.0,23.8,0.0
5096,20260801,217,5034,1247.77,37.6,29.5,
5097,20251228,292,5073,1018.86,58.1,27.7,2.0
5098,20251212,249,5036,,44.0,33.9,0.0
5099,20260603,193,5077,706.94,87.1,25.8,3.0
5100,20260314,110,5005,55.5,47.6,33.8,0.0
5101,20260524,124,5098,618.38,27.5,21.4,
5102,20260116,297,5018,656.54,67.5,26.5,2.0
5103,20260525,177,5019,1223.4,45.2,34.3,
5104,20260225,183,5067,,60.7,20.7,0.0
5105,20251104,195,5037,1401.23,31.9,25.0,2.0
5106,20260409,198,5004,,38.6,24.7,0.0
5107,20250907,118,5029,1431.42,60.7,32.0,0.0
5108,20260716,295,5048,1291.09,10.6,33.3,
5109,20260308,210,5073,450.29,57.3,27.7,
5110,20260204,241,5047,161.05,39.6,19.8,
5111,20260314,117,5092,1393.57,77.0,30.7,0.0
5112,20260126,175,5038,1325.02,34.3,19.0,0.0
5113,20260301,221,5040,1331.62,40.8,27.0,3.0
5114,20260606,135,5092,642.72,,29.4,3.0
5115,20251013,132,5021,841.38,65.5,30.8,2.0
5116,20260725,278,5073,,26.9,19.1,3.0
5117,20250904,171,5082,1274.25,49.9,20.0,3.0
5118,20250918,185,5040,1195.66,53.7,26.4,0.0
5119,20260603,235,5061,475.51,28.5,21.6,
5120,20260519,206,5092,727.27,14.6,33.5,0.0
5121,20251226,235,5057,166.75,72.8,18.0,1.0
5122,20260206,154,5087,281.48,17.7,20.5,0.0
5123,20260408,279,5038,137.13,66.3,18.6,
5124,20250912,154,5020,351.16,72.6,18.4,0.0
5125,20260605,257,5096,71.81,90.3,22.6,
5126,20260630,115,5089,,89.9,20.5,0.0
5127,20260706,128,5017,1402.34,42.3,25.8,3.0
5128,20260330,247,5019,1219.1,42.0,25.1,0.0
5129,20250810,287,5078,489.8,68.0,31.4,
5130,20251002,262,5038,,92.7,22.2,0.0
5131,20251003,236,5050,1490.46,,32.1,3.0
5132,20260220,123,5033,1461.65,43.2,29.0,3.0
5133,20251230,224,5082,232.05,77.6,31.0,0.0
5134,20260309,286,5030,504.15,27.4,25.0,2.0
5135,20251020,277,5004,444.22,69.9,20.4,0.0
5136,20260416,255,5028,353.74,25.8,25.3,0.0
5137,20251203,281,5075,127.79,90.5,29.7,0.0
5138,20260306,174,5039,1102.78,27.4,24.1,0.0
5139,20260710,210,5019,1324.12,88.0,32.4,0.0
5140,20251129,256,5075,1143.16,48.4,34.5,
5141,20260721,182,5002,844.14,,22.8,0.0
5142,20260116,167,5034,1423.84,,33.1,0.0
5143,20260804,235,5047,268.68,15.6,29.4,2.0
5144,20251214,248,5093,537.6,66.7,22.5,1.0
5145,20250911,260,5066,973.94,10.4,19.4,3.0
5146,20250812,191,5096,1273.04,18.2,25.0,0.0
5147,20260806,134,5067,926.67,20.5,20.7,0.0
5148,20260104,258,5052,1139.25,61.3,24.4,3.0
5149,20250925,245,5062,287.26,35.7,27.7,0.0
5150,20251125,228,5080,422.33,54.1,24.0,0.0
5151,20251223,234,5022,1189.2,,30.2,
5152,20260226,287,5045,74.93,92.5,34.7,0.0
5153,20250829,262,5083,629.52,11.9,34.2,3.0
5154,20260424,228,5020,1051.89,47.6,27.1,3.0
5155,20260606,227,5076,1211.49,93.0,26.5,0.0
5156,20251219,147,5065,982.09,73.4,24.1,0.0
5157,20260621,257,5041,177.52,45.1,28.9,0.0
5158,20260622,160,5067,229.4,35.9,27.5,2.0
5159,20251104,282,5048,1022.34,74.2,33.7,0.0
5160,20260424,175,5049,938.07,75.8,27.6,0.0
5161,20260101,150,5063,1172.46,57.4,30.6,0.0
5162,20251204,101,5083,,58.5,19.0,
5163,20251228,131,5022,166.45,68.7,30.3,
5164,20251227,107,5068,262.79,66.5,29.4,1.0
5165,20260225,220,5062,411.16,53.7,33.0,2.0
5166,20260409,261,5023,1292.9,62.2,20.8,
5167,20260130,131,5062,672.1,63.6,31.4,0.0
5168,20251017,289,5049,494.75,33.7,27.0,0.0
5169,20251228,154,5002,539.18,,31.3,1.0
5170,20260714,258,5086,900.8,46.6,33.6,0.0
5171,20260613,207,5009,466.88,15.0,31.0,
5172,20251005,206,5044,1317.93,79.4,18.8,
5173,20260810,112,5029,778.9,67.0,32.7,0.0
5174,20260412,186,5040,309.22,,24.8,0.0
5175,20250928,190,5027,143.92,,34.0,0.0
5176,20250905,244,5029,799.38,,30.4,0.0
5177,20250815,264,5020,900.7,34.9,18.3,1.0
5178,20260501,155,5036,658.67,89.7,,1.0
5179,20260204,103,5078,83.64,70.1,28.7,0.0
5180,20260116,264,5100,637.47,,34.9,
5181,20260807,152,5094,426.52,64.3,28.3,0.0
5182,20250909,277,5016,1172.49,57.5,26.4,3.0
5183,20260402,173,5084,553.61,11.2,30.0,3.0
5184,20260109,166,5026,192.59,39.8,23.0,2.0
5185,20260123,118,5046,196.1,,31.2,0.0
5186,20260525,179,5064,113.43,31.0,21.9,0.0
5187,20260319,177,5059,182.11,33.1,31.2,0.0
5188,20260112,230,5073,1232.01,47.0,34.6,3.0
5189,20251014,241,5082,588.05,58.8,28.1,0.0
5190,20260212,183,5002,334.31,35.5,23.3,0.0
5191,20260228,297,5096,1137.14,87.7,29.5,0.0
5192,20260121,102,5068,169.28,77.4,26.9,3.0
5193,20251218,130,5030,1103.0,68.5,34.1,0.0
5194,20251016,276,5095,408.35,,33.6,2.0
5195,20260319,186,5026,92.5,55.9,29.8,2.0
5196,20260309,188,5047,1076.94,75.3,,0.0
5197,20260615,202,5086,123.89,85.0,32.9,
5198,20251104,286,5005,936.39,73.3,18.9,0.0
5199,20260209,246,5052,1429.04,76.8,35.0,2.0
5200,20260107,258,5081,664.63,90.3,33.3,
5201,20260225,108,5013,1244.5,37.7,34.0,0.0
5202,20251222,145,5043,397.59,52.6,20.2,
5203,20260803,150,5065,,58.7,28.8,3.0
5204,20260305,185,5009,1084.62,66.0,31.0,
5205,20260424,187,5035,980.7,43.1,30.2,0.0
5206,20250920,273,5071,782.59,39.3,33.5,0.0
5207,20260202,223,5069,126.66,93.9,26.2,1.0
5208,20260419,222,5095,134.76,57.0,31.4,0.0
5209,20251001,110,5069,286.58,,31.4,1.0
5210,20260504,266,5011,1499.28,77.9,31.7,
5211,20260804,135,5008,342.38,35.8,21.6,1.0
5212,20260805,224,5058,912.28,48.2,31.2,3.0
5213,20260522,140,5073,848.6,17.7,19.7,0.0
5214,20260127,261,5067,908.73,54.9,31.5,0.0
5215,20250907,218,5032,926.37,74.1,25.0,
5216,20260701,238,5032,1439.05,52.7,28.7,3.0
5217,20250911,186,5033,166.26,93.0,31.5,3.0
5218,20260129,219,5095,1221.0,33.2,32.8,0.0
5219,20260508,206,5024,97.03,79.3,18.4,0.0
5220,20260727,291,5089,69.15,40.2,28.1,0.0
5221,20250907,115,5084,481.83,61.5,25.5,0.0
5222,20260329,234,5032,1408.34,44.3,23.0,0.0
5223,20260529,177,5030,1229.27,37.1,34.7,1.0
5224,20251202,245,5089,399.02,28.2,28.4,
5225,20250829,286,5092,1137.81,13.4,20.8,2.0
5226,20251213,274,5059,769.75,23.4,27.7,
5227,20260521,181,5023,193.41,37.5,19.1,0.0
5228,20260128,243,5006,1242.82,22.7,28.8,1.0
5229,20260213,238,5078,1154.8,13.8,20.2,0.0
5230,20260128,105,5035,854.43,83.1,20.2,0.0
5231,20260505,154,5071,116.1,64.8,20.2,0.0
5232,20260111,248,5036,1136.36,80.4,24.0,
5233,20260727,276,5012,1332.71,43.1,23.9,0.0
5234,20260529,185,5096,1148.62,43.4,28.3,1.0
5235,20251123,191,5025,1331.95,61.7,34.5,1.0
5236,20250822,117,5094,275.6,64.4,18.9,0.0
5237,20260713,139,5009,1482.16,32.5,33.6,1.0
5238,20260511,172,5017,564.43,28.9,31.0,0.0
5239,20260503,108,5067,,75.8,22.8,
5240,20260304,187,5039,1467.77,29.7,28.1,2.0
5241,20250901,197,5008,1486.41,31.3,18.0,
5242,20260130,261,5027,1096.55,44.5,28.9,2.0
5243,20251010,237,5030,424.64,38.0,26.0,2.0
5244,20250828,143,5032,,94.7,27.7,0.0
5245,20260807,247,5075,463.1,25.9,19.5,
5246,20260602,256,5098,1468.36,18.7,31.0,
5247,20260326,200,5075,726.66,40.2,32.1,1.0
5248,20251122,148,5062,809.63,12.7,30.6,
5249,20250909,253,5060,1307.64,30.0,21.9,1.0
5250,20260211,130,5013,1385.83,48.4,29.5,1.0
5251,20260617,293,5069,961.6,10.4,24.0,1.0
5252,20251119,179,5007,161.71,56.4,24.4,3.0
5253,20250927,281,5041,1439.4,27.8,34.3,0.0
5254,20251120,181,5082,544.05,83.8,29.1,
5255,20260619,282,5010,539.66,,34.9,3.0
5256,20250815,109,5026,290.19,34.7,21.8,
5257,20250919,170,5062,223.1,46.3,,0.0
5258,20251012,206,5015,735.19,86.9,22.5,
5259,20260314,123,5057,291.38,59.9,18.9,1.0
5260,20251004,228,5011,816.3,15.0,32.8,0.0
5261,20260120,161,5061,1307.48,50.5,29.8,1.0
5262,20260601,196,5026,693.28,32.1,26.7,0.0
5263,20251113,216,5013,1129.78,33.5,18.3,0.0
5264,20260423,178,5070,733.93,46.6,32.5,0.0
5265,20260203,156,5076,1180.11,87.7,21.7,0.0
5266,20260529,235,5028,918.18,,34.0,0.0
5267,20260621,178,5077,131.55,73.0,22.1,
5268,20251213,145,5063,378.71,17.0,23.6,3.0
5269,20250909,129,5039,212.33,16.9,29.0,1.0
5270,20251002,196,5073,652.48,25.1,22.1,0.0
5271,20260717,110,5002,668.79,79.1,33.9,0.0
5272,20251005,300,5075,851.16,13.8,27.2,2.0
5273,20260207,152,5056,792.38,74.1,31.3,0.0
5274,20260808,124,5015,1179.84,71.8,33.6,0.0
5275,20260518,214,5093,731.47,,32.6,0.0
5276,20251105,230,5057,1260.44,44.4,28.5,2.0
5277,20260118,107,5100,238.18,36.6,30.6,0.0
5278,20260331,224,5083,344.06,,21.6,0.0
5279,20251026,229,5025,913.8,77.0,,1.0
5280,20260505,140,5076,1149.34,70.4,32.2,0.0
5281,20251214,149,5082,968.93,70.4,20.7,1.0
5282,20260402,188,5079,607.09,,20.8,0.0
5283,20260513,224,5097,747.63,64.3,28.8,2.0
5284,20250921,288,5059,1173.6,86.7,31.5,
5285,20251010,235,5001,826.44,13.8,21.1,2.0
5286,20260102,180,5033,,,23.2,3.0
5287,20251128,299,5097,1264.38,,20.6,0.0
5288,20260510,184,5053,108.46,36.7,34.5,
5289,20260512,137,5077,1323.54,61.2,26.7,
5290,20260220,297,5035,,28.3,23.4,0.0
5291,20251227,126,5064,203.76,41.7,22.5,0.0
5292,20260425,233,5081,1359.26,81.8,26.4,0.0
5293,20260130,274,5023,313.99,45.4,27.4,0.0
5294,20251002,134,5043,465.85,70.8,27.9,1.0
5295,20260624,153,5065,71.64,44.1,31.0,3.0
5296,20250814,286,5062,1098.05,18.5,28.8,0.0
5297,20260715,110,5066,846.11,29.0,25.7,
5298,20260121,218,5037,1187.35,36.7,26.3,0.0
5299,20260415,200,5083,725.01,73.7,24.3,2.0
5300,20260728,283,5039,1456.91,75.1,18.5,1.0
5301,20260416,234,5034,95.64,12.2,18.4,1.0
5302,20250825,130,5069,296.09,59.8,24.3,0.0
5303,20260711,102,5032,422.5,76.8,29.0,0.0
5304,20260331,180,5044,1308.78,51.0,18.3,1.0
5305,20260725,112,5036,331.52,77.1,24.8,0.0
5306,20260115,276,5087,1163.65,11.0,20.2,3.0
5307,20260712,253,5072,359.27,94.3,29.4,
5308,20260620,123,5065,623.13,85.2,21.2,0.0
5309,20251210,186,5040,320.02,15.8,24.9,3.0
5310,20251115,220,5081,1456.9,82.7,33.8,
5311,20250914,112,5057,226.24,78.9,30.1,0.0
5312,20260406,127,5015,898.37,82.8,32.8,3.0
5313,20251231,234,5097,1194.55,18.0,32.9,2.0
5314,20260519,297,5024,607.46,56.1,21.4,0.0
5315,20260511,269,5063,1019.89,87.5,25.3,
5316,20260505,291,5001,604.52,57.5,25.7,0.0
5317,20260313,180,5041,561.0,42.7,18.1,0.0
5318,20251020,106,5066,711.04,87.7,31.1,0.0
5319,20251211,248,5061,,78.7,28.3,0.0
5320,20260419,295,5064,734.63,60.8,18.9,0.0
5321,20251014,180,5021,613.95,61.6,30.6,3.0
5322,20260226,264,5023,691.6,75.5,18.7,1.0
5323,20260413,154,5009,1039.83,19.9,26.7,3.0
5324,20260610,183,5098,,87.6,35.0,3.0
5325,20250814,152,5056,948.63,63.2,30.6,0.0
5326,20250914,150,5087,221.67,71.5,28.9,0.0
5327,20250917,174,5039,,13.1,25.5,1.0
5328,20260120,171,5013,1474.69,40.3,33.7,
5329,20251029,237,5057,1400.7,20.3,26.5,0.0
5330,20251121,182,5044,1060.62,18.1,29.3,0.0
5331,20251019,298,5082,1412.42,79.1,20.8,0.0
5332,20250818,213,5088,1417.82,78.9,34.5,0.0
5333,20250912,272,5069,179.69,28.9,21.2,2.0
5334,20260719,131,5024,129.63,88.9,28.0,
5335,20260407,170,5025,217.39,45.0,25.4,2.0
5336,20260611,139,5100,639.53,47.2,32.2,0.0
5337,20260723,141,5014,482.38,52.6,24.6,
5338,20260331,171,5098,260.53,77.6,31.7,0.0
5339,20260426,130,5030,155.41,51.9,31.8,3.0
5340,20250922,104,5028,746.5,51.1,23.1,0.0
5341,20260619,260,5040,63.99,55.6,22.7,
5342,20250926,244,5065,336.56,64.6,19.8,
5343,20260407,232,5040,117.31,61.9,29.5,
5344,20260705,127,5041,1414.47,22.5,28.0,0.0
5345,20260305,153,5099,1229.39,82.3,29.5,1.0
5346,20260729,239,5068,807.89,,34.7,
5347,20260703,190,5061,424.14,73.9,33.5,0.0
